,SMILES,Absorption solvent,Emission solvent,Absorption (nm),Emission (nm),DOI
11054,CC(C)(C)C1=CC(=[O][Pt++]2([O-]1)[C-]1=CC=CC=C1C1=[N]2C2=CC=CC=C2N1C1=CC=C(C=C1)N1C2=CC=C(C=C2C2=CC(=CC=C12)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(C)(C)C)C(C)(C)C)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(C)(C)C)C(C)(C)C)C(C)(C)C,ClCCl,,367.0,,https://doi.org/10.1021/ic402099x
11055,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([Br-])([Br-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C=C3,[H]O[H],,367.0,,https://doi.org/10.1016/j.ica.2019.118964
11056,C1=CC=C(C=C1)N1C2=CC=CC=C2[N]2=C1C1=[C-](C=CC=C1)[Pt++]21[C-]2=C(C=CC=C2)C2=[N]1C1=CC=CC=C1N2C1=CC=CC=C1,ClCCl,,412.5,,https://doi.org/10.1021/ic402099x
11057,[Cl-][Pt++]1([Cl-])[N]2=CC=CC=C2CN(CC2=CC=CC=[N]12)S(=O)(=O)C1=CC=CC2=CC=CC=C12,CO,,412.5,,https://doi.org/10.1039/d1ra00842k
11058,FC1=CC(F)=C(F)C([S-][Pt++]2([S-]C3=C(F)C(F)=CC(F)=C3F)[N]3=CC=CC4=C3C3=C(C=CC=[N]23)C2=NC3=C(C=CC=C3)N=C42)=C1F,CC#N,,377.0,,https://doi.org/10.1016/j.ica.2014.07.058
11059,O=C(OC1=CC=CC=C1C(=[N]#N)C1=CC=CC=C1)[CH]1=[CH](C2=CC=C(C=C2)N(=O)=O)[Pt]1([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CCCCC,,389.0,,https://doi.org/10.1016/j.jorganchem.2013.04.045
11060,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([I-])([I-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C=C3,[H]O[H],,389.0,,https://doi.org/10.1016/j.ica.2019.118964
11061,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([Cl-])([Cl-])([NH2]2)[N]2=C3C4=[N]1C=CC=C4C=CC3=CC=C2,[H]O[H],,389.0,,https://doi.org/10.1016/j.ica.2019.118964
11062,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([I-])([I-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C=C3C,[H]O[H],,360.0,,https://doi.org/10.1016/j.ica.2019.118964
11063,CC1=CC=[C-](C=C1)[Pt+4]1([CH3-])([I-])([C-]2=CC=C(C)C=C2)[N]2=CC=C(C=C2)C2=CC=[N](C=C2)[Pt+4]([CH3-])([I-])([C-]2=CC=C(C)C=C2)([C-]2=CC=C(C)C=C2)[N]2=CC=C(C=C2)C2=CC=[N](C=C2)[Pt+4]([CH3-])([I-])([C-]2=CC=C(C)C=C2)([C-]2=CC=C(C)C=C2)[N]2=CC=C(C=C2)C2=CC=[N](C=C2)[Pt+4]([CH3-])([I-])([C-]2=CC=C(C)C=C2)([C-]2=CC=C(C)C=C2)[N]2=CC=C(C=C2)C2=CC=[N]1C=C2,ClCCl,,360.0,,https://doi.org/10.1002/kin.21153
11064,[H][C@@]12CCCC[C@@]1([H])[NH2][Pt]1([NH2]2)OC(=O)C(=O)O1,[H]O[H],,360.0,,https://doi.org/10.1016/j.ejmech.2014.10.063
11065,O=C(OC1=CC=CC2=C1C(=[N]#N)C1=C2C=CC=C1)[CH]1=[CH](C2=CC=C(C=C2)N(=O)=O)[Pt]1([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CCCCC,,360.0,,https://doi.org/10.1016/j.jorganchem.2013.04.045
11066,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([Cl-])([Cl-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C=C3C,[H]O[H],,360.0,,https://doi.org/10.1016/j.ica.2019.118964
11067,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([Br-])([Br-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C(C)=C3C,[H]O[H],,360.0,,https://doi.org/10.1016/j.ica.2019.118964
11068,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([Cl-])([Cl-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C(C)=C3C,[H]O[H],,387.0,,https://doi.org/10.1016/j.ica.2019.118964
11069,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([I-])([I-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C(C)=C3C,[H]O[H],,387.0,,https://doi.org/10.1016/j.ica.2019.118964
11070,CCCCCC#C[Se-][Pt++]([Se-]C#CCCCCC)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,,387.0,,https://doi.org/10.1021/ic048454a
11071,CC(=O)[O-][Pt+4]1([I-])([I-])(NCCN1)[O-]C(C)=O,[H]O[H],,387.0,,https://doi.org/10.15356/0373-2444-2016-1
11072,CCC1(CC)CC(C)(C)N([C]1[Pt++]1([O-][O-]1)[C]1N(C2=C(C=CC=C2C(C)C)C(C)C)C(C)(C)CC1(CC)CC)C1=C(C=CC=C1C(C)C)C(C)C,C1CCCO1,,405.0,,https://doi.org/10.1002/chem.201603030
11073,CC1=CC(C)=[O][Pt++]2([O-]1)[C-]1=C(C=CC=C1)C1=[N]2C2=CC=CC=C2C(=C1)C1=CC=C(C=C1)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(C)(C)C)C(C)(C)C,ClCCl,,357.0,,https://doi.org/10.1039/c4tc02694b
11074,CC(C)(C)C1=CC(=[O][Pt++]2([O-]1)[C-]1=C(C=CC=C1)C1=[N]2C2=CC=CC=C2C(=C1)C1=CC=C(CCCCN2C3=CC=C(C=C3C3=CC(=CC=C23)C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C,ClCCl,,384.0,,https://doi.org/10.1039/c4tc02694b
11075,CC(=O)[O-][Pt+4]1([I-])([I-])([NH2]CC[NH2]1)[O-]C(C)=O,[H]O[H],,387.0,,https://doi.org/10.1017/9781108428002
11076,CC(C)(C)C1=CC=C2N(C3=CC=C(C=C3C2=C1)C(C)(C)C)C1=CC=C(C=C1)N1C2=CC=CC=C2[N]2=C1C1=CC=CC=[C-]1[Pt++]21[C-]2=CC=CC=C2C2=[N]1C1=CC=CC=C1N2C1=CC=C(C=C1)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(C)(C)C)C(C)(C)C,ClCCl,,394.0,,https://doi.org/10.1021/ic402099x
11077,[V]123456789%10%11[C@-]%12([C]1([H])=[C]2([H])[C]3([H])=[C]4([H])[C]5(=[C]6%12[H])[H])[Pt++]([Sn++]([C-](C)(C)C)([C-](C)(C)C)[C@@-]71[C]8([H])=[C]9([H])[C]%10(=[C]%111[H])[H])([P](CC)(CC)CC)[P](CC)(CC)CC,C1CCCO1,,571.0,,https://doi.org/10.1021/ja510884h
11078,[H][C@@]1(CC(C)C)NC(=O)C[NH2][Pt++]2([O-]C1=O)[O]=C1C=CNC(=O)[N-]21,[H]O[H],,464.0,,https://doi.org/10.1039/c5nj00120j
11079,CCCCN(CCCC)C(\[S-][Pt++]1([S-]\C(=N/C(=O)C2=CC=CC3=C2C=CC=C3)N(CCCC)CCCC)[N]2=CC=CC3=C2C2=C(C=CC=[N]12)C=C3)=N\C(=O)C1=CC=CC2=CC=CC=C12,CO,,464.0,,https://doi.org/10.1039/c7nj03178e
11080,[H][C@]1(NC(=O)C[NH2][Pt++]2([O-]C1=O)[O]=C1C=CNC(=O)[N-]21)C(C)C,[H]O[H],,484.0,,https://doi.org/10.1039/c5nj00120j
11081,CC(C)C1=CC=CC(C(C)C)=C1[N-]1C2=CC3=C(C=C2[O-][Pt++]1124[CH]5=[CH]1CC[CH]2=[CH]4CC5)[N-](C1=C(C=CC=C1C(C)C)C(C)C)[Pt++]124([O-]3)[CH]3=[CH]1CC[CH]2=[CH]4CC3,,,528.0,,https://doi.org/10.1002/chem.201403276
11082,CC(C)(C)C1=CC(=[O][Pt++]2([O-]1)[C-]1=C(C=CC=C1)C1=[N]2C2=CC=CC=C2C(=C1)C1=CC=C(C=C1)N1C2=CC=C(C=C2C2=CC(=CC=C12)C(C)(C)C)C(C)(C)C)C(C)(C)C,ClCCl,,357.0,,https://doi.org/10.1039/c4tc02694b
11083,CC(C)(C)C1=CC(=[O][Pt++]2([O-]1)[C-]1=C(C=CC=C1)C1=[N]2C2=CC=CC=C2C(=C1)C1=CC=C(CCCCN2C3=CC=C(C=C3C3=CC(=CC=C23)N2C3=CC=C(C=C3C3=CC(=CC=C23)C(C)(C)C)C(C)(C)C)N2C3=CC=C(C=C3C3=CC(=CC=C23)C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C,ClCCl,,383.5,,https://doi.org/10.1039/c4tc02694b
11084,CC1=CC(C)=[O][Pt++]2([O-]1)[C-]1=C(C=CC=C1)C1=[N]2C2=CC=CC=C2C(=C1)C1=CC=C(CCCCN2C3=CC=C(C=C3C3=CC(=CC=C23)N2C3=CC=C(C=C3C3=CC(=CC=C23)C(C)(C)C)C(C)(C)C)N2C3=CC=C(C=C3C3=CC(=CC=C23)C(C)(C)C)C(C)(C)C)C=C1,ClCCl,,380.0,,https://doi.org/10.1039/c4tc02694b
11085,FC1=C(F)C(F)=[C-](C(F)=C1F)[Pt+4]123([Cl-])[C-]4=CC5=C6C(C=CC7=CC=CC(C=C5)=C67)=C4C4=CC=CC=[N]14.C1=C[C-]2=C2C4=[N]3C=CC=C4C=CC2=C1,ClCCl,,417.0,,https://doi.org/10.1002/chem.201806240
11086,FC1=CC=C(C(F)=C1)C1=CC=CC=[N]1[Pt@@++]1([C-]2=C3C4=[N]1C=CC=C4C=CC3=CC=C2)[C-]1=C(F)C(F)=C(F)C(F)=C1F,ClCCl,,365.0,,https://doi.org/10.1002/chem.201806240
11087,C1=CC2=[C-](C=C1)[Pt++]1([C-]3=C2C=CC=C3)[N]2=CC=CC3=C2C2=C(C=CC=[N]12)C=C3,,,447.0,,https://doi.org/10.1021/ic301393e
11088,CC(C)(C)[P]1(C(C)(C)C)[Pt]23(C#[O])[P](C(C)(C)C)(C(C)(C)C)[Pt+]22([C-]#CC4=CC=C(C=O)C=C4)[P](C(C)(C)C)(C(C)(C)C)[Pt]132C#[O],ClCCl,,378.5,,https://doi.org/10.1039/c3dt52055b
11089,FC1=CC=C(C=C1)C#[C-][Pt++]123([C-]#CC4=CC=C(F)C=C4)[CH]4=[CH]1CC[CH]2=[CH]3CC4,C1CCCO1,,355.0,,https://doi.org/10.1021/om400293u
11090,CC1=CC=CC(=N1)C1=CC=[C-]2C(=N1)C1=CC=CC3=[N]1[Pt++]2([Cl-])[N]1=C(C)C=CC=C31,CC#N,,355.0,,https://doi.org/10.1016/j.poly.2014.05.081
11091,[Cl-][Pt++]([N-]1C(=O)C2=CC=CC=C2S1(=O)=O)([P](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1,,,395.0,,https://doi.org/10.1016/j.ejmech.2018.06.035
11092,[Cl-][Pt++]1([Cl-])[N]2=CC=CC=C2N=[N]1C1=CC=CC=C1,O1CCOCC1,,395.0,,https://doi.org/10.1111/php.13405
11093,CC(C)(C)C1=[O][Pt++]2([O]=C(C(C#N)=[N]2[O-])C(C)(C)C)[N]([O-])=C1C#N,CCO,,396.0,,https://doi.org/10.1016/j.ica.2015.10.040
11094,CCCCCCCCCCCCOC1=C[C-]2=C(OC3=[N]4C(=CC=C3)C3=[N]5C(OC6=CC=C(OCCCCCCCCCCCC)C=[C-]6[Pt++]245)=CC=C3)C=C1,ClCCl,,412.0,,https://doi.org/10.3917/bouq.astor.2017.01.0899
11095,CC1=CC=CC(C)=C1[N]#C[Pt@+]1([Cl-])C2=CC=CC=C2C2=[N]1C1=CC(=CC=C1C1=CC=C(C=C21)N(=O)=O)N(=O)=O,ClCCl,,370.0,,https://doi.org/10.1021/om400159g
11096,CCCCCCCCCCCCCCCCOC1=C[C-]2=C(OC3=[N]4C(=CC=C3)C3=[N]5C(OC6=CC=C(OCCCCCCCCCCCCCCCC)C=[C-]6[Pt++]245)=CC=C3)C=C1,ClCCl,,412.0,,https://doi.org/10.3917/bouq.astor.2017.01.0899
11097,C1C[CH]2=[CH]3CC[CH]4=[CH]1[Pt++]234([C-]#CC1=CC=CC=C1)[C-]#CC1=CC=CC=C1,C1CCCO1,,357.0,,https://doi.org/10.1021/om400293u
11098,CCCCOC1=CC(OCCCC)=C2C3=[N](C4=C(C=CC=C4)N3C3=CC=CC=C3)[Pt++]3([C-]#CC4=CC=C(OC)C=C4)[C-]2=C1C1=[N]3C2=C(C=CC=C2)N1C1=CC=CC=C1,ClCCl,,357.0,,https://doi.org/10.1016/j.tet.2014.08.019
11099,CCCCOC1=CC(OCCCC)=C2C3=[N](C4=CC=CC=C4N3C3=CC=CC=C3)[Pt++]3([Cl-])[C-]2=C1C1=[N]3C2=CC=CC=C2N1C1=CC=CC=C1,ClCCl,,370.0,,https://doi.org/10.1016/j.tet.2014.08.019
11100,CC1=CC(C)=C(B(C2=C(C)C=C(C)C=C2C)[Pt](B(F)F)([P](C)(C)C)[P](C)(C)C)C(C)=C1,,,393.0,,https://doi.org/10.1021/jacs.8b08428
11101,CCCCCCOC1=C[C-]2=C(OC3=[N]4C(=CC=C3)C3=[N]5C(OC6=CC=C(OCCCCCC)C=[C-]6[Pt++]245)=CC=C3)C=C1,ClCCl,,412.0,,https://doi.org/10.3917/bouq.astor.2017.01.0899
11102,CCCCCCCCCCCCOC1=CC=C(OC2=C[C-]3=C(OC4=[N]5C(=CC=C4)C4=CC=CC6=[N]4[Pt++]35[C-]3=C(O6)C=CC(OC4=CC=C(OCCCCCCCCCCCC)C=C4)=C3)C=C2)C=C1,ClCCl,,412.0,,https://doi.org/10.1002/ange.202101709
11103,CCOC(=O)C1=CC=C2N3[C](N(C)C4=CC=CC=C34)[Pt++]3([S-]C(=[S]3)N(C)C)[C-]2=C1,CC1CCCO1,,356.0,,https://doi.org/10.1021/acs.organomet.0c00510
11104,C1=CC=C2C(=C1)C1=CC=CC=C1[Pt]21[N]2=CC=CC=C2C2=CC=CC=[N]12,,,440.0,,https://doi.org/10.1021/ic301393e
11105,CN1[C](N(C)C2=C1C=CC=C2)[Pt++]12[N-]3N=C(N=C3C3=CC=CC(C4=NC(=N[N-]14)[C@]14C[C@H]5C[C@H](C[C@H](C5)C1)C4)=[N]23)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,ClCCl,,431.0,,https://doi.org/10.1002/ejic.201500949
11106,[H][C@](C)(C1=CC=CC=C1)[N]1=CC2=CC(=CC(=C2[O-][Pt++]11[C-]2=C(SC3=C2C=CC=C3)C2=C3C=CC=CC3=CC=[N]12)C(C)(C)C)C(C)(C)C,ClCCl,,440.0,,https://doi.org/10.1039/c9tc04792a
11107,COC1=CC=[N]2C(=C1)C(=O)[O-][Pt++]21[C-]2=CC(=CC(=C2O[P]1(OC1=C(C=C(C=C1)C(C)(C)C)C(C)(C)C)OC1=C(C=C(C=C1)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,ClCCl,,440.0,,https://doi.org/10.1515/znb-2015-0229
11108,CC(C)(C)C1=CC(=C(O[P]2(OC3=C(C=C(C=C3)C(C)(C)C)C(C)(C)C)OC3=C(C=C(C=[C-]3[Pt@@++]22[N-]3N=NN=C3C3=CC=CC=[N]23)C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C,ClCCl,,353.0,,https://doi.org/10.1515/znb-2015-0229
11109,CC1=CC(C)=[O-][Pt++]2([O-]1)C1=C(N(C3=C1C=CC=C3)C1=CC=CC=C1)C1=[N]2C=C(C=C1)B(C1=C(C)C=C(C)C=C1C)C1=C(C)C=C(C)C=C1C,ClCCl,,374.0,,https://doi.org/10.1016/j.jorganchem.2018.11.017
11110,I[Pt]123(I)[CH]4=[CH]1CC[CH]2=[CH]3CC4,ClC(Cl)Cl,,379.0,,https://doi.org/10.1021/om500540x
11111,CC[C]12=[CH]3CC[CH]4=[CH](CC1)[Pt++]234([I-])[I-],ClC(Cl)Cl,,382.0,,https://doi.org/10.1021/om500540x
11112,CCN1C2=CC=CC=C2SC2=CC(=CC=C12)[P](C1=CC=CC=C1)(C1=CC=CC=C1)[Pt++]([Cl-])([Cl-])[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=C2N(CC)C3=C(SC2=C1)C=CC=C3,ClCCl,,382.0,,https://doi.org/10.1016/s0040-4039(02)02802-2
11113,CN1C=CN2[C]1[Pt++]1([O-]C(=CC(=[O]1)C1=CC=CC=C1)C1=CC=CC=C1)[C-]1=CC3=C(C=CC=C3)C=C21,CC#N,,370.0,,https://doi.org/10.1007/978-1-4614-3134-3_281
11114,CN1C=CN2CCN3C(=O)C4=CC=CC=[C-]4[Pt++]3([C-]12)C1=[N](CCNC(=O)C2=CC=CC=C2)C=CN1C,CCO,,370.0,,https://doi.org/10.1021/acs.organomet.1c00013
11115,CCCCCCCCCCCCCCCCOCC1=C[N]2=C(C=C1)C1=[C-](C=C(OCCCCCCCCCCCCCCCC)C=C1)[Pt++]21[N-]2N=NN=C2C2=CC=C(C=[N]12)C1=CC=C(OCCCCCCCCCCCCCCCC)C=C1,ClCCl,,416.0,,https://doi.org/10.1016/j.dyepig.2017.09.034
11116,CCCCCCCCCCCCCCCCOCC1=C[N]2=C(C=C1)C1=[C-](C=C(OCCCCCCCCCCCCCCCC)C=C1)[Pt++]21[N-]2N=NN=C2C2=CC=C(C=[N]12)C1=CC=C(OCCCCCCCCCCCC)C=C1,ClCCl,,417.0,,https://doi.org/10.1016/j.dyepig.2017.09.034
11117,CC1=CC(C)=C(C(C)=C1)[N]1=N[N](C)=C2[C]1[Pt++]1([C-]#N)[C]3C(C4=[N]1C2=CC=C4)=[N](C)N=[N]3C1=C(C)C=C(C)C=C1C,ClCCl,,375.0,,https://doi.org/10.1039/c5dt04770f
11118,CC(C)(C)C1=CC(=C(O[P]2(OC3=C(C=C(C=C3)C(C)(C)C)C(C)(C)C)OC3=C(C=C(C=[C-]3[Pt++]22[O-]C(=O)C3=CC=CC=[N]23)C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C,ClCCl,,375.0,,https://doi.org/10.1515/znb-2015-0229
11119,[H][C@](C)(C1=CC=CC=C1)[N]1=CC2=CC=CC=C2[O-][Pt++]11[C-]2=C(SC3=C2C=CC=C3)C2=C3C=CC=CC3=CC=[N]12,ClCCl,,430.0,,https://doi.org/10.1039/c9tc04792a
11120,COC1=CC=[N]2C(=C1)C1=NN=N[N-]1[Pt++]21[C-]2=CC(=CC(=C2O[P]1(OC1=C(C=C(C=C1)C(C)(C)C)C(C)(C)C)OC1=C(C=C(C=C1)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,ClCCl,,430.0,,https://doi.org/10.1515/znb-2015-0229
11121,CC(C)NC1=CC2=[N](C(C)C)[Pt++]3([O-]C2=CC1=O)[C-]1=CC=CC=C1N=[N]3C1=CC=CC=C1,ClCCl,,604.0,,https://doi.org/10.1021/om4009179
11122,CC(C)NC1=CC2=[N](C(C)C)[Pt++]3([O-]C2=CC1=O)[C-]1=CC=CC=C1N=[N]3C1=CC=CC=C1,ClCCl,,352.0,,https://doi.org/10.1021/om4009179
11123,CC(C)(C)[P]1(C(C)(C)C)[Pt]23(C#[O])[P](C(C)(C)C)(C(C)(C)C)[Pt+]22([C-]#CC4=CC=C(C=O)C=C4)[P](C(C)(C)C)(C(C)(C)C)[Pt+]132C#[O],ClCCl,,448.0,,https://doi.org/10.1039/c3dt52055b
11124,CC1=CC(C)=[O][Pt++]2([O-]1)[C-]1=C(C=CC=C1)C1=[N]2C2=CC=CC=C2C(=C1)C1=CC=C(CCCCN2C3=CC=C(C=C3C3=CC(=CC=C23)C(C)(C)C)C(C)(C)C)C=C1,ClCCl,,382.0,,https://doi.org/10.1039/c4tc02694b
11125,CCCCCCCCCCCCCCCCOC1=CC=C(OC2=C[C-]3=C(OC4=[N]5C(=CC=C4)C4=CC=CC6=[N]4[Pt++]35[C-]3=C(O6)C=CC(OC4=CC=C(OCCCCCCCCCCCCCCCC)C=C4)=C3)C=C2)C=C1,ClCCl,,416.0,,https://doi.org/10.1002/ange.202101709
11126,FC1=C(F)C(F)=C(C(F)=C1F)[Pt]1(C2=C(SC=C2)C2=[N]1C=CC=C2)[N]1=C(C=CC=C1)C1=CC=CS1,ClCCl,,392.0,,https://doi.org/10.1039/c5dt02721g
11127,[H-][Pt++]([N-]1C(=O)C2=CC=CC=C2S1(=O)=O)([P](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P](C1CCCCC1)(C1CCCCC1)C1CCCCC1,,,392.0,,https://doi.org/10.1016/j.ejmech.2018.06.035
11128,[Cl-][Pt++]1([Cl-])[N]2=C(CN(CC3=[N]1C=CC=C3)S(=O)(=O)C1=CC3=C(C=CC=C3)C=C1)C=CC=C2,CO,,392.0,,https://doi.org/10.1039/d1ra00842k
11129,[H][C@]12CCCC[C@]1([H])[NH2][Pt+4]1([Br-])([Br-])([NH2]2)[N]2=CC=CC3=C2C2=[N]1C=CC=C2C=C3C,[H]O[H],,418.0,,https://doi.org/10.1016/j.ica.2019.118964
11130,CCCCCCCCCCCCCCCCOC1=CC(=CC(OCCCCCCCCCCCCCCCC)=C1OCCCCCCCCCCCCCCCC)C1=C[C-]2=C(OC3=[N]4C(=CC=C3)C3=[N]5C(OC6=CC=C(C=[C-]6[Pt++]245)C2=CC(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C2)=CC=C3)C=C1,ClCCl,,418.0,,https://doi.org/10.1016/j.dyepig.2019.01.026
11131,CC1=C(C)SC(S1)=C1SC(C)=C(S1)C#[C-][Pt++]1([C-]#CC2=C(C)SC(S2)=C2SC(C)=C(C)S2)[P](CC[P]1(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClCCl,,405.0,,https://doi.org/10.1039/c2dt31686b
11132,[H][C@](C)(C1=CC=CC=C1)[N]1=CC2=CC(Br)=CC(OC)=C2[O-][Pt++]11[C-]2=C(SC3=C2C=CC=C3)C2=C3C=CC=CC3=CC=[N]12,ClCCl,,441.0,,https://doi.org/10.1039/c9tc04792a
11133,CCCCCCCCC1(CCCCCCCC)C2=CC=CC=C2C2=CC=C(C=C12)C1=CC2=C([O-][Pt++]34[O-]C5=C(C=C(C=C5)C5=CC=C6C7=CC=CC=C7C(CCCCCCCC)(CCCCCCCC)C6=C5)C=[N]3CC[N]4=C2)C=C1,ClCCl,,439.0,,https://doi.org/10.5004/dwt.2020.25829
11134,CC(C)NC1=CC2=[N](C(C)C)[Pt++]3([O-]C2=CC1=O)[C-]1=CC=CC=C1[N]1=[N]3C2=CC=CC=[C-]2[Pt++]11[O-]C2=CC(=O)C(NC(C)C)=CC2=[N]1C(C)C,ClCCl,,367.0,,https://doi.org/10.1021/om4009179
11135,CC(C)N1C=C(N([C]1[Pt++]1([C]2N(C=C(N2C(C)C)C(F)(F)F)C(C)C)[C-]2=C(F)C(F)=C(F)C(F)=C2C2=C(F)C(F)=C(F)C(F)=[C-]12)C(C)C)C(F)(F)F,ClCCl,,367.0,,https://doi.org/10.1021/acs.inorgchem.8b00564
11136,CC1=[O][Pt++]2([O]=C(C)[CH-]1)[C-]1=CC=CC=C1C1=CC=CC=[N]21,ClCCl,,365.0,,https://doi.org/10.7202/1089952ar
11137,CC1=CC(C)=[O][Pt++]2([O-]1)[C-]1=CC=CC=C1C1=CC=CC=[N]21,ClCCl,,365.0,,https://doi.org/10.1021/acs.inorgchem.5b00775
11138,[H][C]12=[C]3([H])CC[C]4(C)=[C]([H])(CC1)[Pt++]234([Cl-])[Cl-],ClC(Cl)Cl,,365.0,,https://doi.org/10.1021/om500540x
11139,FC1=C2C3=[C-](C(F)=C(F)C(F)=C3F)[Pt++]345([CH]6=[CH]3CC[CH]4=[CH]5CC6)[C-]2=C(F)C(F)=C1F,ClCCl,,443.0,,https://doi.org/10.1021/acs.inorgchem.8b00564
11140,Cl[Pt]1(C2=CC=CC3=C2C2=C(C=CC=[N]12)C=C3)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,,443.0,,https://doi.org/10.1039/c7dt03599c
11141,[CH3-][Pt++]123([C-]#CC4=CC=C(C=C4)N(=O)=O)[CH]4=[CH]1CC[CH]2=[CH]3CC4,C1CCCO1,,358.0,,https://doi.org/10.1021/om400293u
11142,CC1=CC(C)=[O][Pt++]2([O-]1)[C-]1=CC=C(C=C1C1=CC=CC=[N]21)C1=CC=C(F)C=C1,ClCCl,,365.0,,https://doi.org/10.1021/acs.inorgchem.5b00775
11143,CC1=CC(C)=[O][Pt++]2([O-]1)[C-]1=CC=C(C=C1C1=CC=CC=[N]21)C1=CC=C(F)C(F)=C1,ClCCl,,361.0,,https://doi.org/10.1021/acs.inorgchem.5b00775
11144,CC1=CC(C)=[O][Pt++]2([O-]1)[C-]1=CC=C(C=C1C1=CC=CC=[N]21)C1=CC(F)=C(F)C(F)=C1,ClCCl,,366.0,,https://doi.org/10.1021/acs.inorgchem.5b00775
11145,CCCCCCN1C=C[N](CCCCCC)=C1[Pt++]([C-]#CC1=CC=NC=C1)([C-]#CC1=CC=NC=C1)C1=[N](CCCCCC)C=CN1CCCCCC,ClCCl,,366.0,,https://doi.org/10.14430/arctic4619
11146,CC1=C(C)SC(S1)=C1SC(C)=C(S1)C#[C-][Pt++]1([C-]#CC2=C(C)SC(S2)=C2SC(C)=C(C)S2)[N]2=CC=C(C=C2C2=[N]1C=CC(=C2)C(C)(C)C)C(C)(C)C,ClCCl,,380.0,,https://doi.org/10.1039/c2dt31686b
11147,CC(C)NC1=CC2=[N](C(C)C)[Pt++]3([O-]C2=CC1=O)[C-]1=CC=CC=C1[N]1=[N]3C2=CC=CC=[C-]2[Pt++]11[O-]C2=CC(=O)C(NC(C)C)=CC2=[N]1C(C)C,ClCCl,,361.0,,https://doi.org/10.1021/om4009179
11148,CC(C)NC1=CC2=[N](C(C)C)[Pt++]3([O-]C2=CC1=O)[C-]1=CC=CC=C1[N]1=[N]3C2=CC=CC=[C-]2[Pt++]11[O-]C2=CC(=O)C(NC(C)C)=CC2=[N]1C(C)C,ClCCl,,582.0,,https://doi.org/10.1021/om4009179
11149,CC1=C(C)SC(S1)=C1SC(C)=C(S1)C#[C-][Pt++]([C-]#CC1=C(C)SC(S1)=C1SC(C)=C(C)S1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClCCl,,405.0,,https://doi.org/10.1039/c2dt31686b
11150,CCN1C2=CC=CC3=C2[S](C2=C1C=CC=C2)[Pt++]([Cl-])([Cl-])[P]3(C1=CC=CC=C1)C1=CC=CC=C1,ClCCl,,405.0,,https://doi.org/10.1016/s0040-4039(02)02802-2
