,Unnamed: 0,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,Molecular weight (g mol-1)
16,16,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CC#N,380.0,450.0,44988.0,0.3450245633446556,255.31598
17,17,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CCO,387.0,473.0,45050.0,0.3450245633446556,255.31598
18,18,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,O,396.0,489.0,45174.0,0.3450245633446556,255.31598
19,19,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,C1CCCCC1,393.0,455.0,44989.0,0.3450245633446556,309.28616
20,20,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CCOC(C)=O,409.0,501.0,45021.0,0.3450245633446556,309.28616
21,21,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CC#N,418.0,521.0,45082.0,0.3450245633446556,309.28616
22,22,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CCO,421.0,531.0,45019.0,0.3450245633446556,309.28616
23,23,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,OCC(O)CO,434.0,546.0,45049.0,0.3450245633446556,309.28616
24,24,CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,C1CCCCC1,382.0,439.0,44961.0,0.3450245633446556,283.24828
25,25,CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,CC#N,405.0,510.0,45082.0,0.3450245633446556,283.24828
26,26,CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,CCO,408.0,515.0,44931.0,0.3450245633446556,283.24828
27,27,Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,365.0,465.0,44962.0,0.3450245633446556,229.15664
28,28,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CC#N,454.0,501.0,44960.0,0.3450245633446556,350.44092
29,29,CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,CC#N,403.0,480.0,45140.0,0.3450245633446556,347.41674
30,30,CCNc1cc2oc(=O)cc(C)c2cc1C,CC#N,354.0,420.0,45049.0,0.3450245633446556,217.2671
31,31,CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CC#N,383.0,481.0,45114.0,0.3450245633446556,271.23728
32,32,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CO,530.0,555.0,45110.0,0.3450245633446556,443.56514
33,33,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,O,427.61686785957215,500.2435736571546,18994.0,0.3450245633446556,445.58102
34,34,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,O,427.61686785957215,500.2435736571546,42461.0,0.95,330.2944
35,35,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,[2H]O[2H],427.61686785957215,500.2435736571546,30682.0,0.3450245633446556,442.5572
36,36,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,[2H]O[2H],427.61686785957215,500.2435736571546,23377.0,0.3450245633446556,445.58102
37,37,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,[2H]O[2H],427.61686785957215,500.2435736571546,13241.0,0.3450245633446556,443.56514
38,38,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,[2H]O[2H],427.61686785957215,500.2435736571546,13241.0,0.3450245633446556,330.2944
39,39,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,[2H]O[2H],427.61686785957215,500.2435736571546,45142.0,0.3450245633446556,490.6012
40,40,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CO,427.61686785957215,500.2435736571546,16834.0,0.3450245633446556,442.5572
41,41,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CO,427.61686785957215,500.2435736571546,42036.0,0.3450245633446556,445.58102
42,42,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CO,427.61686785957215,500.2435736571546,46844.0,0.3450245633446556,330.2944
43,43,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CO,427.61686785957215,500.2435736571546,21641.0,1.0,490.6012
44,44,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCO,427.61686785957215,500.2435736571546,16469.0,0.3450245633446556,445.58102
45,45,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCO,427.61686785957215,500.2435736571546,45748.0,0.3450245633446556,330.2944
46,46,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC(C)O,427.61686785957215,500.2435736571546,46082.0,0.3450245633446556,442.5572
47,47,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CC(C)O,427.61686785957215,500.2435736571546,25235.0,0.3450245633446556,445.58102
48,48,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CC(C)O,427.61686785957215,500.2435736571546,35125.0,0.3450245633446556,443.56514
49,49,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CC(C)O,427.61686785957215,500.2435736571546,13241.0,0.3450245633446556,330.2944
50,50,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC(C)O,427.61686785957215,500.2435736571546,13241.0,0.3450245633446556,490.6012
51,51,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCO,427.61686785957215,500.2435736571546,46447.0,0.3450245633446556,442.5572
52,52,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCO,427.61686785957215,500.2435736571546,28887.0,0.3450245633446556,445.58102
53,53,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCO,427.61686785957215,500.2435736571546,34759.0,0.3450245633446556,443.56514
54,54,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCO,427.61686785957215,500.2435736571546,15432.0,0.3450245633446556,330.2944
55,55,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCO,427.61686785957215,500.2435736571546,44989.0,0.3450245633446556,490.6012
56,56,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCO,427.61686785957215,500.2435736571546,13575.0,0.3450245633446556,442.5572
57,57,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCO,427.61686785957215,500.2435736571546,35827.0,0.3450245633446556,445.58102
58,58,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCO,427.61686785957215,500.2435736571546,32568.0,0.3450245633446556,443.56514
59,59,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCO,427.61686785957215,500.2435736571546,45020.0,0.3450245633446556,330.2944
60,60,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCO,427.61686785957215,500.2435736571546,44989.0,0.3450245633446556,490.6012
61,61,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCCCO,427.61686785957215,500.2435736571546,15036.0,0.3450245633446556,442.5572
62,62,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCCCO,427.61686785957215,500.2435736571546,45172.0,0.3450245633446556,445.58102
63,63,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCCCO,427.61686785957215,500.2435736571546,32203.0,0.3450245633446556,443.56514
64,64,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCCCO,427.61686785957215,500.2435736571546,17624.0,0.3450245633446556,330.2944
65,65,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCCCO,427.61686785957215,500.2435736571546,46478.0,0.3450245633446556,490.6012
66,66,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCCCCCO,427.61686785957215,500.2435736571546,15401.0,0.3450245633446556,442.5572
67,67,CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCCCCCO,427.61686785957215,500.2435736571546,43160.0,0.3450245633446556,445.58102
68,68,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCCCCCO,427.61686785957215,500.2435736571546,30376.0,0.3450245633446556,443.56514
69,69,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCCCCCO,427.61686785957215,500.2435736571546,19085.0,0.3450245633446556,330.2944
70,70,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCCCCCO,427.61686785957215,500.2435736571546,42826.0,0.3450245633446556,490.6012
71,71,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,O,515.0,538.0,1.425,0.2,645.87864
72,72,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,521.0,534.0,0.115,0.02,833.86264
73,73,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,548.0,566.0,0.095,0.018,971.64288
74,74,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CO,522.0,542.0,46813.0,0.6,645.87864
75,75,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,526.0,545.0,0.5,0.08,833.86264
76,76,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,556.0,571.0,0.655,0.08,971.64288
77,77,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CCO,527.0,550.0,22706.0,0.69,645.87864
78,78,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,532.0,551.0,0.565,0.08,833.86264
79,79,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,558.0,573.0,0.82,0.11,971.64288
80,80,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CC(C)O,529.0,551.0,3.715,0.76,645.87864
81,81,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CC(C)O,532.0,557.0,0.66,0.1,833.86264
82,82,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CC(C)O,561.0,576.0,1.015,0.14,971.64288
83,83,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1CCCCC1,342.0,401.0,45078.0,0.3450245633446556,227.30598
84,84,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,c1ccccc1,355.0,421.0,44988.0,0.3450245633446556,227.30598
85,85,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCN(CC)CC,343.0,406.0,30238.55666372906,0.3450245633446556,227.30598
86,86,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,Clc1ccccc1,254.0,430.0,30238.55666372906,0.3450245633446556,227.30598
87,87,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC(C)=O,350.0,452.0,30238.55666372906,0.3450245633446556,227.30598
88,88,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,OCCO,375.0,515.0,30238.55666372906,0.3450245633446556,227.30598
89,89,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,OCC(O)CO,370.0,510.0,45141.0,0.3450245633446556,227.30598
90,90,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,O,364.0,531.0,44928.0,0.3450245633446556,227.30598
91,91,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCCCO,427.61686785957215,477.0,45098.0,0.3450245633446556,299.34922
92,92,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCCO,427.61686785957215,479.0,21.0,0.3450245633446556,299.34922
93,93,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCO,427.61686785957215,485.0,18.0,0.3450245633446556,299.34922
94,94,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CO,427.61686785957215,490.0,45090.0,0.3450245633446556,299.34922
95,95,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,OCCO,427.61686785957215,495.0,45149.0,0.3450245633446556,299.34922
96,96,O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,OCC(O)CO,427.61686785957215,501.0,9.0,0.3450245633446556,299.34922
97,97,c1ccc2ccccc2c1,C1CCCCC1,286.0,324.0,96.0,0.23,128.17352
98,98,C[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,294.0,328.0,64.0,0.3,200.35604
99,99,C[SiH](C)c1cccc2ccccc12,C1CCCCC1,294.0,328.0,61.0,0.3450245633446556,186.32916
100,100,CCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,294.0,329.0,63.0,0.3450245633446556,242.43668
101,101,CC(C)(C)[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,295.0,329.0,56.0,0.3450245633446556,242.43668
102,102,CCCCCCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,294.0,329.0,62.0,0.3450245633446556,298.5442
103,103,C[Si](C)(C)c1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,300.0,333.0,23.0,0.33,272.53856
104,104,C[SiH](C)c1ccc([SiH](C)C)c2ccccc12,C1CCCCC1,300.0,333.0,30.0,0.3450245633446556,244.4848
105,105,CC(C)(C)[Si](C)(C)c1ccc([Si](C)(C)C(C)(C)C)c2ccccc12,C1CCCCC1,302.0,335.0,12.0,0.3450245633446556,356.69984
106,106,COc1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,312.0,327.0,10.0,0.65,230.38192
107,107,C[Si](C)(C)c1ccc(C#N)c2ccccc12,C1CCCCC1,315.0,333.0,11.0,0.66,225.3661
108,108,C[Si](C)(C)c1cccc2c(C#N)cccc12,C1CCCCC1,311.0,333.0,8.0,0.3450245633446556,225.3661
109,109,C[Si](C)(C)C#Cc1cccc2ccccc12,C1CCCCC1,316.0,336.0,9.0,0.3450245633446556,224.37804
110,110,C[Si](C)(C)C#Cc1ccc(C#C[Si](C)(C)C)c2ccccc12,C1CCCCC1,347.0,352.0,2.0,0.85,320.58256
111,111,CCCCCCCCCCCCn1cccc1/C=C/c1cc(OCCCC)c(/C=C/c2cccn2CCCCCCCCCCCC)cc1OCCCC,Cc1ccccc1,411.0,472.0,46023.0,0.4,741.1972
112,112,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,Cc1ccccc1,375.0,490.0,27061.0,0.35,791.25708
113,113,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(/C=C/c2cccn2CCCCCCCCCCCC)cc1,Cc1ccccc1,398.0,443.0,45078.0,0.32,596.98416
114,114,N#Cc1cc2ccc(cc2)c2cccc3cccc(c4ccc(cc4)cc(C#N)c4ccc(cc4)c4cccc5cccc(c6ccc1cc6)c54)c32,Cc1ccccc1,350.0,496.0,45097.0,0.55,658.8022
115,115,CCCCCCCCc1ccc(-c2ccc(/C=C(\C#N)c3ccc(-c4cccc5cccc(-c6ccc(/C(C#N)=C/c7ccc(-c8ccc(CCCCCCCC)cc8)cc7)cc6)c45)cc3)cc2)cc1,Cc1ccccc1,350.0,491.0,45173.0,0.12,911.28604
116,116,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCCCCC,489.0,560.0,45018.0,0.72,752.83944
117,117,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,ClC(Cl)(Cl)Cl,497.3451327,571.8681319,30238.55666372906,0.3450245633446556,752.83944
118,118,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,C1COCCO1,506.0,591.0,45079.0,0.78,752.83944
119,119,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,ClCCl,507.6696165,599.7802198,30238.55666372906,0.3450245633446556,752.83944
120,120,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCO,508.0,618.0,45018.0,0.62,752.83944
121,121,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CC#N,507.0,633.0,45048.0,0.67,752.83944
122,122,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CS(C)=O,525.3687316,663.0769231,30238.55666372906,0.3450245633446556,752.83944
123,123,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,343.0,417.0,3.289,0.55,529.45446
124,124,ClP1(Cl)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,343.0,455.0,2.017,0.7,711.24792
125,125,ClP1(Cl)=N[P@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,343.0,419.0,3.019,0.76,711.24792
126,126,c1ccc2c(c1)OP1(=NP3(=NP(Oc4ccc5ccc6cccc7ccc4c5c67)(Oc4ccc5ccc6cccc7ccc4c5c67)=N1)Oc1ccccc1-c1ccccc1O3)Oc1ccccc1-2,ClCCl,343.0,463.0,1.228,0.82,937.82296
127,127,c1ccc2c(c1)OP1(=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=N1)Oc1ccccc1-2,ClCCl,343.0,457.0,1.233,0.89,1188.12236
128,128,c1cc2ccc3ccc(OP4(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=N4)c4ccc(c1)c2c34,ClCCl,343.0,459.0,2.496,0.92,1438.42176
129,129,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,Cc1ccccc1,580.0,623.0,31837.0,0.57,846.95658
130,130,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)cc2)s1,Cc1ccccc1,615.0,637.0,13210.0,0.45,1169.12156
131,131,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,O,664.0,683.0,0.3544,0.02,284.40592
132,132,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC#N,655.0,672.0,0.3397,0.15,284.40592
133,133,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CCO,655.0,680.0,0.4618,0.09,284.40592
134,134,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,OCC(O)CO,662.0,682.0,0.4731,0.03,284.40592
135,135,COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,374.0,479.0,45053.0,0.38,300.36004
136,136,C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,CC#N,438.0,491.0,1.0,0.1,412.4948
137,137,O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,357.0,494.0,45051.0,0.02,314.34316
138,138,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,372.0,501.0,45047.0,0.13,314.34316
139,139,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,CC#N,353.0,473.0,45048.0,0.38,364.40304
140,140,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,362.0,485.0,45047.0,0.44,396.46904
141,141,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,436.0,500.0,15.18,0.91,338.36516
142,142,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,533.0,615.0,20515.0,0.07,444.4928
143,143,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCO,488.0,597.0,19115.0,0.1,612.81536
144,144,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCO,437.0,509.0,24108.0,0.35,486.52968
145,145,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,427.0,465.0,30238.55666372906,0.61,338.36516
146,146,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,435.0,483.0,30238.55666372906,0.69,338.36516
147,147,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,437.0,490.0,30238.55666372906,0.93,338.36516
148,148,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,432.0,485.0,30238.55666372906,0.83,338.36516
149,149,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,497.0,594.0,30238.55666372906,0.04,444.4928
150,150,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,517.0,606.0,30238.55666372906,0.08,444.4928
151,151,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,527.0,611.0,30238.55666372906,0.1,444.4928
152,152,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,520.0,609.0,30238.55666372906,0.07,444.4928
